Street Name,From Street Name,To Street Name,Surface Distress Index,Roughness Index,Condition Rating
CONLEY RD,CONLEY RD,COLONY SQ APTS,58.32,66.9589684,Fair
CONNALLY AVE,RYAN ST,CAMPBELLTON RD,12.78,41.84645649,Very Poor
CONNALLY DR,MAXWELL DR,BONNYBROOK WAY,44.715,76.28889888,Fair
CONNALLY DR,BONNYBROOK DR,HAYDEN LN,71.845,64.43373762,Good
CONNALLY DR,BONNYBROOK WAY,BONNYBROOK DR,74.44,81.78115807,Very Good
CONNALLY DR,HAYDEN LN,NE END,81.5,65.32972869,Very Good
CONNALLY ST,SOUTH AVE,LITTLE ST,61.83,53.32141148,Fair
CONNALLY ST,LITTLE ST,BILL LUCAS DR,61.83,53.32141148,Fair
CONNALLY ST,CRUMLEY ST,RICHMOND ST,70.3,47.00775,Fair
CONNALLY ST,RICHARDSON ST,SYDNEY ST,17.685,78.49435275,Poor
CONNALLY ST,FULTON ST,NORTH END,56.63,56.82868019,Fair
CONNALLY ST,CONNALLY PL,CRUMLEY ST,63.595,34.58589937,Marginal
CONNALLY ST,SYDNEY ST,FULTON ST,56.63,56.82868019,Fair
CONNALLY ST,FARRINGTON AVE,TUSKEGEE ST,94.6,84.0222,Excellent
CONNALLY ST,ATLANTA AVE,ORMOND ST,75.4,82.86596995,Very Good
CONNALLY ST,BASS ST,GEORGIA AVE,39.625,44.28509246,Poor
CONNALLY ST,RICHMOND ST,RICHARDSON ST,17.685,78.49435275,Poor
CONNALLY ST,WOODWARD AVE,MEMORIAL DR,83.0,64.375,Very Good
CONNALLY ST,ORMOND ST,SOUTH AVE,68.605,54.1341045,Fair
CONNALLY ST,MEMORIAL DR,MARTIN LUTHER KING JR DR,77.5,57.84375,Good
CONNALLY ST SE,WOODWARD AVE SE,LOGAN ST SE,73.5,53.06247072,Good
CONNALLY ST SE,GLENWOOD AVE SE,FULTON ST SE,61.69,76.27578357,Good
CONNECTICUT AVE,NEW YORK AVE,INDIANA AVE,64.69,43.01080143,Fair
CONNECTICUT AVE,DELAWARE AVE,MCLENDON AVE,30.525,55.53254749,Poor
CONNECTICUT AVE,INDIANA AVE,IVY PL,61.635,73.22124313,Good
CONNECTICUT AVE,DEKALB AVE,NEW YORK AVE,50.92,74.34741017,Fair
CONNELL AVE,METROPOLITAN PKWY,CLEVELAND CIR,38.145,60.74373951,Marginal
CONRAD AVE,MEADOR WAY,LAKEWOOD TER,86.5,87.14583944,Excellent
CONRAD AVE,LAKEWOOD TER,LAKEWOOD AVE,61.485,53.71412571,Fair
CONSTITUTION RD,REGIS RD,MORELAND AVE,61.635,53.28101209,Fair
CONSTITUTION RD,FORREST PARK RD,STONEWALL DR,65.47,54.63045287,Fair
CONSTITUTION RD,JONESBORO RD,FORREST PARK RD,59.945,79.22514327,Good
CONSTITUTION RD SE,THOMASVILLE ESTATES DR,REGIS RD SE,68.005,77.77073835,Good
CONSTITUTION RD SE,STONEWALL DR SE,THOMASVILLE ESTATES DR,68.005,77.77073835,Good
CONTINENTAL COLONY PKWY SW,VERDANT DR SW,GREENBRIAR PKWY SW,38.105,64.86271822,Marginal
CONTINENTAL COLONY PKWY SW,VERDANT DR SW,STONE HOGAN CONN SW,37.2,44.51787682,Poor
CONVERSE DR,SHADY VALLEY DR,EAST END,89.0,69.775,Very Good
CONWAY FOREST DR NW,JETT RD NW,DEAD END,35.31,36.3553046,Poor
CONWAY FOREST DR NW,JETT RD NW,DEAD END,35.31,36.3553046,Poor
CONWAY GLEN DR NW,CONWAY DR NW,DEAD END,88.6,70.85547794,Very Good
CONWAY MANOR DR,NW END,COCHRAN DR,68.6,49.08368388,Fair
CONWAY PL,WEST END,CHAPPELL RD,38.93,46.32756264,Poor
CONWAY VALLEY CT NW,CONWAY VALLEY RD,DEAD END,78.445,63.0225853,Good
CONWAY VALLEY CT NW,CONWAY VALLEY RD NW,DEAD END,61.11,29.4111975,Marginal
CONWAY VALLEY RD,WEST CONWAY DR,CONWAY VALLEY CT,81.82,80.46979863,Very Good
COOLEDGE AVE,MONROE DR,PARK DR,69.3,46.05144204,Fair
COOPER ST,BASS ST,RALPH DAVID ABERNATHY BLVD,26.885,26.00214766,Very Poor
COOPER ST,EUGENIA ST,NORTH END,75.63,55.2785775,Good
COOPER ST,LOVE ST,BASS ST,26.885,26.00214766,Very Poor
COOPER ST,FULTON ST,EUGENIA ST,54.95,46.12666472,Marginal
COOPER ST,PARK AVE,LOVE ST,92.0,76.88,Excellent
COOPER ST,HENDRIX AVE,DODD AVE,74.0,59.89726536,Good
COOPER ST,GLENN ST,CRUMLEY ST,62.805,69.58628706,Good
COOPER ST,DODD AVE,PARK AVE,92.0,76.88,Excellent
COOPER ST,SOUTH END,PEACHTREE ST,47.285,42.56199514,Marginal
COOPER ST,RALPH DAVID ABERNATHY BLVD,GLENN ST,49.315,84.79034532,Fair
COPELAND AVE,CASCADE AVE,ROCHELLE DR,51.595,68.07216789,Fair
CORDOVA ST,TUCKER PL,MERRILL AVE,69.3,67.01378774,Good
CORDOVA ST,WHITE OAK AVE,TUCKER PL,34.7,37.006912,Poor
CORDOVA ST,WHITE OAK AVE,WHITE OAK AVE,29.425,31.75247095,Poor
COREY CENTER SE,MARTIN LUTHER KING JR DR,NORTH END,44.635,65.72355634,Marginal
CORLEY ST,JOHN WESLEY DOBBS AVE,HIGHLAND AVE,71.8,61.34869284,Good
CORNELIA ST,EZZARD ST,EDGEWOOD AVE,48.72,73.02964394,Fair
CORNELIA ST,DEKALB AVE,EZZARD ST,78.6,62.07376324,Good
CORNELL BLVD,KITTRELL DR,CANDLELIGHT LN,80.6,74.83876155,Very Good
CORNELL BLVD,DARTMOUTH DR,WOODSTOCK DR,25.2,69.07165242,Poor
CORNELL BLVD,CANDLELIGHT LN,WHITWORTH DR,80.6,74.83876155,Very Good
CORNELL BLVD,NW END,KITTRELL DR,83.4,64.791,Very Good
CORNELL BLVD,WOODSTOCK DR,CORNELL BLVD,100.0,90.0,Excellent
CORNELL BLVD,WHITWORTH DR,DARTMOUTH DR,26.4,50.34442444,Poor
CORONADO DR,WEST END,MOUNT PARAN PKWY,43.3,57.31842381,Marginal
CORONET WAY,DEFOORS FERRY RD,MOORES MILL RD,94.0,82.62,Excellent
CORONET WAY,WARREN RD,PINE GROVE DR,28.42,78.35146802,Poor
CORONET WAY,PINE GROVE DR,DEFOORS FERRY RD,94.0,82.62,Excellent
CORONET WAY NW,MOORES MILL RD NW,PLANT RD,74.32,64.15472781,Good
CORVAIR DR,BELFORT RD,EAST END,28.4,44.33724432,Poor
CORVAIR DR,RENAULT RD,BELFORT RD,87.8,68.839,Very Good
COTTAGE GROVE AVE,3RD ST,4TH AVE,63.845,59.74229236,Fair
COTTAGE GROVE AVE,2ND AVE,3RD ST,63.0,73.42580245,Good
COTTAGE GROVE AVE,EAST LAKE TER,1ST ST,49.615,45.14597463,Marginal
COTTAGE GROVE AVE,1ST ST,2ND AVE,75.22,75.83762224,Very Good
COTTAGE LN,COLLIER RD,OVERBROOK DR,68.0,78.73536686,Good
COUNTRY CLUB DR,COUNTRY CLUB LN,DALE LN,63.78,67.03708846,Fair
COUNTRY CLUB DR,COUNTRY CLUB LN,ARTHUR LANGFORD PKWY,70.8,64.57683833,Good
COUNTRY CLUB LN,COUNTRY CLUB DR,DALE LN,65.535,65.6445121,Good
COUNTY LINE RD,FERNBANK DR,SAHARA DR,29.435,73.36837573,Poor
COUNTY LINE RD,IVYWOOD DR,FERNBANK DR,33.11,61.72126747,Poor
COUNTY LINE RD,SAHARA DR,PROPOSED ST,31.22,76.46683238,Marginal
COUNTY LINE RD,SOUTH END,REGENCY TRCE,71.01,55.3852047,Good
COUNTY LINE RD,SAHARA DR,PROPOSED ST,31.22,76.46683238,Marginal
COUNTY LINE RD,LOVERIDGE DR,RIO GRANDE RD,57.345,80.0378075,Fair
COUNTY LINE RD,BUTNER RD,IVYWOOD DR,58.32,79.28837106,Good
COUNTY LINE RD,CAMPBELLTON RD,WILSON JAMES RD,35.785,42.01666951,Poor
COUNTY LINE RD,BUTNER RD,IVYWOOD DR,58.32,79.28837106,Good
COUNTY LINE RD,WILSON JAMES RD,GREENBRIAR TRL,8.5,32.89195537,Very Poor
COUNTY LINE RD,SAHARA DR,PROPOSED ST,31.22,76.46683238,Marginal
COUNTY LINE RD,SAHARA DR,PROPOSED ST,31.22,76.46683238,Marginal
COUNTY LINE RD,IVYWOOD DR,FERNBANK DR,33.11,61.72126747,Poor
COUNTY LINE RD,CREEK VALLEY CT,LOVERIDGE DR,28.72,67.86935252,Poor
COUNTY LINE RD,KIMBALL RD,CREEK VALLEY CT,33.435,74.5873629,Marginal
COUNTY LINE RD,FERNBANK DR,SAHARA DR,29.435,73.36837573,Poor
COUNTY LINE RD,RIO GRANDE RD,NOTTING HILL DR,56.945,71.95685771,Fair
COUNTY LINE RD,RIO GRANDE RD,NOTTING HILL DR,56.945,71.95685771,Fair
COUNTY LINE RD,LOVERIDGE DR,RIO GRANDE RD,57.345,80.0378075,Fair
COUNTY LINE RD,FERNBANK DR,SAHARA DR,29.435,73.36837573,Poor
COUNTY LINE RD,FERNBANK DR,SAHARA DR,29.435,73.36837573,Poor
COUNTY LINE RD,ROLLING HILL RD,KIMBALL RD,33.435,74.5873629,Marginal
COURTENAY CT,COURTENAY DR,NORTH END,74.7,53.93775,Good
COURTENAY DR,NORTHVIEW AVE,NORTH HIGHLAND AVE,74.3,54.05132476,Good
COURTENAY DR,MIDDLESEX AVE,SAN ANTONIO DR,74.58,65.33786917,Good
COURTENAY DR,COURTENAY CT,GREENLAND DR,74.93,69.91506672,Good
COURTENAY DR,BERWICK AVE,NORTHVIEW AVE,72.97,84.94681784,Very Good
COURTENAY DR,GREENLAND DR,WAYNE AVE,67.175,68.15972343,Good
COURTENAY DR,WAYNE AVE,BERWICK AVE,53.925,68.09624095,Fair
COURTENAY DR,SAN ANTONIO DR,COURTENAY CT,78.145,58.84011499,Good
COURTENAY DR,NORTH HIGHLAND AVE,LANIER PL,77.095,79.69882242,Very Good
COURTENAY DR NE,AMSTERDAM AVE NE,MIDDLESEX AVE,66.145,71.44372708,Good
COURTLAND ST,WASHINGTON ST,DECATUR ST,56.025,67.06822077,Fair
COURTLAND ST,GILMER ST,AUDITORIUM PL,45.02,44.23208459,Poor
COURTLAND ST,PINE ST,BISHOP ALLEY,44.635,43.06595047,Poor
COURTLAND ST,DECATUR ST,GILMER ST,58.895,56.00441283,Fair
COURTLAND ST,EDGEWOOD AVE,AUBURN AVE,35.985,25.18145935,Poor
COURTLAND ST,LINDEN AVE,NORTH AVE,62.81,32.9845975,Marginal
COURTLAND ST,ELLIS ST,ANDREW YOUNG INTERNATIONAL BLVD,46.935,29.64907359,Poor
COURTLAND ST,COURTLAND ST,JOHN WESLEY DOBBS AVE,80.4,66.90899395,Very Good
COURTLAND ST,RENAISSANCE PKWY,LINDEN AVE,69.47,64.11388432,Good
COURTLAND ST,HARRIS ST,BAKER ST,37.185,26.90575859,Poor
COURTLAND ST,ANDREW YOUNG INTERNATIONAL BLVD,HARRIS ST,43.945,29.1336827,Poor
COURTLAND ST,CURRIER ST,PINE ST,70.66,67.97587722,Good
COURTLAND ST,JOHN WESLEY DOBBS AVE,ELLIS ST,58.07,37.0502994,Marginal
COURTLAND ST NE,CURRIER ST NE,RALPH MCGILL BLVD NE,65.23,59.53501255,Fair
COURTLAND ST NE,RALPH MCGILL BLVD NE,BAKER ST NE,67.225,41.58998437,Fair
COURTLAND ST SE,EDGEWOOD AVE SE,AUDITORIUM PL,52.485,61.95541573,Fair
COURTLAND ST SE,EDGEWOOD AVE SE,COURTLAND ST SE,52.485,61.95541573,Fair
COVE CROSSING,SOUTH END,LAKE COVE DR,72.34,50.34111,Good
COVE TRL,LAKE COVE DR,NW END,57.6,60.38148361,Fair
COWLEY AVE,GORDON TER,EAST END,34.325,61.36613181,Poor
COX AVE SW,SYLVAN RD SW,DEAD END,70.3,56.98779642,Good
CRAFTSMAN RD NW,JOHNSON RD NW,ARGULE LN NW,64.69,59.07870639,Fair
CRAFTSMAN RD NW,ARGULE LN NW,HABERSHAL DR NW,67.095,54.86788211,Fair
CRANE RD NE,LENOX RD NE,DEAD END,73.945,82.06466211,Very Good
CRANE RD NE,TOWERVIEW DR NE,DEAD END,77.995,61.90334476,Good
CRANFORD DR SW,LANDAU LN SW,DEAD END,65.2,56.63879081,Fair
CREEK VALLEY CT,COUNTY LINE RD,WALLACE AVE,37.69,73.85152201,Marginal
CREEK VALLEY CT,WALLACE AVE,NORTH END,71.6,58.60760077,Good
CREEK WOOD CLOSE,NORTH BUCKHEAD DR,EAST END,77.32,64.52907305,Good
CREEK WOOD CLOSE,WEST END,NORTH BUCKHEAD DR,60.53,48.58578029,Fair
CREIGHTON RD,LENARDO DR,MOUNT GILEAD RD,79.6,74.41623829,Very Good
CREIGHTON RD,WEST END,LENARDO DR,79.6,74.41623829,Very Good
CRESCENDO DR,LYRIC WAY,ALLEGRO DR,8.765,61.24532757,Very Poor
CRESCENDO DR,ALLEGRO DR,LYRIC WAY,8.765,61.24532757,Very Poor
CRESCENDO DR,LYRIC WAY,OZBURN RD,25.155,56.00326773,Poor
CRESCENDO DR,CRESCENDO DR,CRESCENDO DR,71.9,51.74601853,Good
CRESCENDO DR,CRESCENDO DR,LYRIC WAY,71.9,51.74601853,Good
CRESCENT AVE,13TH ST,14TH ST,25.8,38.1409435,Very Poor
CRESCENT AVE,PEACHTREE PL,10TH ST,95.2,85.2768,Excellent
CRESCENT AVE,12TH ST,13TH ST,80.5,61.59375,Good
CRESCENT AVE,11TH ST,12TH ST,42.2,63.8320036,Marginal
CRESCENT AVE NE,12TH ST NE,12TH ST,82.27,63.5951775,Very Good
CRESCENT AVE NE,12TH ST NE,12TH ST,82.27,63.5951775,Very Good
CRESTHILL AVE,WEST END,MONROE DR,75.6,71.6166917,Good
CRESTHILL AVE NE,MONROE DR NE,ELMWOOD DR,39.345,56.74495667,Marginal
CRESTHILL AVE NE,ELMWOOD DR,PARK DR NE,68.35,58.37965435,Good
CRESTMONT LN,VALLEYDALE DR,HAZELWOOD DR,83.095,75.92344705,Very Good
CRESTRIDGE DR,ELKMONT DR,BROOKRIDGE DR,72.895,60.14582532,Good
CREW ST,HATCHER AVE,ATLANTA AVE,59.185,59.48847125,Fair
CREW ST,LITTLE ST,LOVE ST,46.685,45.54744536,Marginal
CREW ST,ATLANTA AVE,ORMOND ST,71.995,61.51471487,Good
CREW ST,ORMOND ST,LITTLE ST,28.475,57.6305775,Poor
CREW ST,HAYGOOD AVE,HATCHER AVE,63.65,79.83051145,Good
CREW ST,POPE ST,HAYGOOD AVE,53.935,63.88819842,Fair
CREW ST SW,POPE ST SW,WEYMAN AVE SW,53.935,63.88819842,Fair
CROECUS AVE NW,TIGER FLOWERS DR NW,MOREHOUSE DR NW,66.25,68.69327035,Good
CROFT PL,CLOVIS CT,SATURN DR,72.27,63.70744831,Good
CROFT PL,SATURN DR,BOLTON RD,69.8,46.159,Fair
CROGMAN ST,MOURY AVE,BROWN AVE,48.835,60.37088558,Marginal
CROGMAN ST,PARK AVE,MOURY AVE,43.985,52.15421071,Marginal
CROGMAN ST,SOUTH END,MELDON AVE,59.685,62.05311913,Fair
CROGMAN ST,THIRKELD AVE,THAYER AVE,47.12,63.13707673,Marginal
CROGMAN ST,THAYER AVE,BISBEE AVE,51.835,47.32489591,Marginal
CROGMAN ST,BROWN AVE,THIRKELD AVE,48.835,60.37088558,Marginal
CROGMAN ST,MELDON AVE,PARK AVE,70.24,61.18562375,Good
CROSBY DR,CLOVIS CT,CLOVIS CT,66.64,61.62583536,Fair
CROSBY DR,CROSBY DR,ALFRED RD,37.38,45.11561351,Poor
CROSBY DR,CROSBY DR,CROSBY DR,37.38,45.11561351,Poor
CROSBY DR,ADKINS RD,CLOVIS CT,83.7,65.09775,Very Good
CROSBY DR,ALFRED RD,ADKINS RD,37.73,63.21744416,Marginal
CROSS CREEK PKWY NW,CROSS CREEK PKWY NW,BOHLER RD NW,75.0,60.87290028,Good
CROSS CREEK PKWY NW,BOHLER RD NW,CROSS CREEK PKWY NW,58.79,68.53761743,Fair
CROSS ST,CEDAR AVE,CEDAR AVE,91.5,75.18875,Excellent
CROSS ST,CENTER HILL AVE,SOUTH GRAND AVE,42.8,49.72773127,Marginal
CROSS ST,CEDAR AVE,CENTER HILL AVE,47.535,55.35176123,Marginal
CRUMLEY ST,FRASER ST,REED ST,62.22,82.60342313,Good
CRUMLEY ST,PRYOR ST,EAST END,15.485,40.2692296,Very Poor
CRUMLEY ST,COOPER ST,FORMWALT ST,62.805,69.58628706,Good
CRUMLEY ST,WHITEHALL TER,IRA ST,78.895,78.12285571,Very Good
CRUMLEY ST,ORCHARD CT,ORCHARD CT,71.02,48.20799,Fair
CRUMLEY ST,CONNALLY PL,CONNALLY ST,71.02,48.20799,Fair
CRUMLEY ST,TERRY ST,MARTIN ST,39.515,48.0252879,Poor
CRUMLEY ST,WINDSOR ST,COOPER ST,20.09,76.88167671,Poor
CRUMLEY ST,FORMWALT ST,PRYOR ST,26.075,47.39942777,Poor
CRUMLEY ST,HUMPHRIES ST,LEON ST,60.985,58.89248631,Fair
CRUMLEY ST,REED ST,TERRY ST,85.8,67.119,Very Good
CRUMLEY ST SE,MARTIN ST SE,CRUMLEY ST SE,85.345,72.43469318,Very Good
CULBERSON ST,RALPH DAVID ABERNATHY BLVD,OAK ST,62.51,59.6472643,Fair
CULBERSON ST,OAK ST,NORTH END,57.66,56.42103709,Fair
CULPEPPER ST NW,BOOTH AVE,FAIRMONT AVE NW,67.045,52.33061814,Fair
CULPEPPER ST NW,ENGLISH ST NW,BOOTH AVE,45.785,55.42811564,Marginal
CUMBERLAND CIR,CUMBERLAND RD,BRIDLE PATH,58.255,79.25665944,Good
CUMBERLAND CIR,CUMBERLAND PL,BRIDLE PATH,60.4,47.26509302,Fair
CUMBERLAND CIR,CUMBERLAND RD,CUMBERLAND PL,69.19,56.69689416,Good
CUMBERLAND PL,SHERWOOD RD,EAST MORNINGSIDE DR,56.045,58.16771284,Fair
CUMBERLAND PL,CUMBERLAND CIR,SHERWOOD RD,60.4,47.26509302,Fair
CUMBERLAND RD,SUSSEX RD,REEDER CIR,73.27,65.31345341,Good
CUMBERLAND RD,LANIER PL,SUSSEX RD,60.385,45.62766925,Fair
CUMBERLAND RD,NORTH MORNINGSIDE DR,WESSYNGTON RD,91.2,74.1248,Excellent
CUMBERLAND RD,MONROE DR,CUMBERLAND CIR,59.57,60.20820805,Fair
CUMBERLAND RD,WESSYNGTON RD,LANIER PL,60.385,45.62766925,Fair
CUMBERLAND RD,CUMBERLAND CIR,MCCOY ST,13.895,48.52026079,Very Poor
CUMBERLAND RD,CUMBERLAND CIR,SHERWOOD RD,33.635,69.84708753,Marginal
CUMBERLAND RD,REEDER CIR,NORTH HIGHLAND AVE,68.42,81.8266252,Good
CUMBERLAND RD,BONNIE LN,EAST END,65.535,68.47887458,Good
CUMBERLAND RD,SHERWOOD RD,NORTH MORNINGSIDE DR,33.635,69.84708753,Marginal
CUMBERLAND RD,NORTH HIGHLAND AVE,BONNIE LN,68.42,81.8266252,Good
CUMBERLAND RD,MCCOY ST,CUMBERLAND CIR,13.895,48.52026079,Very Poor
CUMMINGS DR,CENTRA VILLA DR,PINEHURST DR,79.345,80.09187983,Very Good
CUMMINGS DR,PINEHURST DR,CAHABA DR,75.07,69.61249447,Good
CUMMINGS DR,CAHABA DR,WESTRIDGE RD,75.07,69.61249447,Good
CUMMINGS ST,GIBSON ST,STOVALL ST,72.1,68.18620849,Good
CUMMINGS ST,HOLTZCLAW ST,GIBSON ST,72.1,68.18620849,Good
CUNNINGHAM ST,PEEPLES ST,LEGACY DR,69.9,47.86480532,Fair
CUNNINGHAM ST,LEGACY DR,JOSEPH E LOWERY BLVD,54.4,64.89614637,Fair
CURRAN ST,10TH ST,HEMPHILL AVE,25.625,60.57283636,Poor
CURRAN ST,6TH ST,8TH ST,60.205,53.29543103,Fair
CURRAN ST NW,8TH ST NW,9TH ST NW,23.745,46.01398857,Poor
CURRAN ST NW,HEMPHILL AVE NW,14TH ST NW,65.995,43.53960406,Fair
CURRIER ST,COURTLAND ST,PIEDMONT AVE,65.23,59.53501255,Fair
CURRIER ST NE,DEAD END,PARKWAY DR NE,52.305,30.36192801,Marginal
CUSHMAN CIR,WILKINS LN,BOULDER PARK DR,41.1,81.03891686,Marginal
CUSHMAN CIR,WILKINS LN,EAST END,31.425,57.23024923,Poor
CUSTER AVE,SLOAN CIR,BRUCE CIR,43.49,57.40328091,Marginal
CUSTER AVE,BENTEEN WAY,FUNSTON ST,56.27,55.71883954,Fair
CUSTER AVE,BENTEEN PARK DR SE,FISHER RD,16.93,63.01309126,Poor
CUSTER AVE,WOODLAND AVE,SUMMER LN DR SE,23.375,29.25735302,Very Poor
CUSTER AVE,FISHER RD,SLOAN CIR,29.325,67.49787045,Poor
CUSTER AVE,BLVD,BENTEEN WAY,25.425,69.15955829,Poor
CUSTER AVE,FUNSTON ST,BENTEEN PARK DR SE,16.93,63.01309126,Poor
CUSTER AVE,WOODLAND AVE,WOODLAND AVE,58.4,53.11123523,Fair
CUSTER AVE,SUMMER LN DR SE,MORELAND AVE,88.1,69.07975,Very Good
CUSTER AVE SE,BRUCE CIR SE,KNOB HILL CT,44.335,64.84080699,Marginal
CUSTER AVE SE,KNOB HILL CT,WOODLAND AVE,29.575,69.57234371,Poor
CUSTER WAY SE,CUSTER AVE,NORTH END,23.375,29.25735302,Very Poor
CYPRESS ST,4TH ST,5TH ST,76.72,56.79504,Good
CYPRESS ST,3RD ST,4TH ST,72.5,50.59375,Good
CYPRESS ST,6TH ST,7TH ST,65.275,38.15506313,Fair
CYPRESS ST,7TH ST,8TH ST,68.56,44.00016,Fair
CYPRESS ST,5TH ST,6TH ST,53.445,58.25338732,Fair
CYPRESS ST,8TH ST,PEACHTREE PL,79.7,60.63775,Good
DAHLGREN ST,MEMORIAL DR,ARKWRIGHT PL,36.585,47.87666772,Poor
DAHLGREN ST,ARKWRIGHT PL,ARKWRIGHT PL,60.595,75.62725347,Good
DAHLGREN ST,ARKWRIGHT PL,WYLIE ST,60.595,75.62725347,Good
DAHLIA AVE NW,VERBENA ST NW,CARVER DR NW,33.71,63.90226123,Poor
DALE CREEK DR,COLLIER RIDGE DR,CHILTON DR,82.9,76.38253547,Very Good
DALE CREEK DR,FORREST RIDGE DR,COLLIER RIDGE DR,78.1,58.62975,Good
DALE CREEK DR,FORREST RIDGE DR,BAKER RIDGE DR,85.27,75.36605822,Very Good
DALE DR,GREENVIEW AVE,PEACHTREE DR,93.9,82.37195,Excellent
DALE DR,TIMM VALLEY RD,GREENVIEW AVE,84.4,67.4456135,Very Good
DALE DR,DARLINGTON RD,TIMM VALLEY RD,97.7,88.91555,Excellent
DALE DR,ELLEBY RD,FISHER RD,68.0,72.80223832,Good
DALE LN,MEADOWLANE DR,COUNTRY CLUB LN,28.5,74.11992021,Poor
DALE LN,COUNTRY CLUB DR,MOUNT GILEAD RD,43.255,69.59256922,Marginal
DALE LN,COUNTRY CLUB LN,COUNTRY CLUB DR,65.535,65.6445121,Good
DALE LN,BARGE RD,CHERRY BLOSSOM DR,19.65,79.77860188,Poor
DALE LN SW,DEAD END,CHERRY BLOSSOM DR SW,27.0,59.46505849,Poor
DALE LN SW,MEADOWLANE DR SW,DEAD END,37.425,61.51096132,Marginal
DALEVIEW DR,WEST END,OLIVE ST,31.125,49.26323722,Poor
DALEVIEW WAY SW,ABBEY DR SW,DEAD END,83.3,64.68775,Very Good
DALEVIEW WAY SW,ABBEY DR SW,DAWSON LN SW,82.345,63.67652437,Very Good
DALLAS ST,GLEN IRIS DR,WILMER ST,89.3,75.99396283,Very Good
DALLAS ST NE,DEAD END,ANGIER AVE,71.0,48.175,Fair
DALLAS ST NE,MORGAN ST NE,NORTH AVE NE,67.5,49.16052255,Fair
DALLAS ST NE,WILMER ST NE,DEAD END,96.3,87.19355,Excellent
DALNEY ST,FERST DR,DALNEY ST,60.465,42.69246503,Marginal
DALTON ST,HILL ST,GRANT ST,62.27,65.16731541,Fair
DALTON ST SE,GRANT ST SE,GATE,30.575,57.65998515,Poor
DALVIGNEY ST,GRIFFIN ST,ECHO ST,77.6,67.84345622,Good
DALVIGNEY ST,JAMES P BRAWLEY DR,GRIFFIN ST,61.765,55.02560206,Fair
DALVIGNEY ST,ECHO ST,JULIAN ST,36.945,61.21817684,Poor
DAMERON CIR,WEST END,BROWNLEE RD,28.07,35.18013426,Poor
DANFORTH RD,NISKEY LAKE RD,UNNAMED 01,93.8,88.41179184,Excellent
DANFORTH RD,REHOBOTH CIR,REUNION PL,55.98,36.99278223,Marginal
DANFORTH RD,NEW HOPE RD,APOLLO DR,16.655,80.46979863,Poor
DANFORTH RD,UNNAMED 01,REHOBOTH CIR,31.675,40.56092909,Poor
DANFORTH RD,APOLLO DR,NISKEY LAKE RD,97.3,88.50555,Excellent
DANFORTH RD SW,CASCADE RD SW,REUNION PL,82.57,63.9188775,Very Good
DANIEL AVE,ALSTON DR,MEMORIAL DR,69.26,60.70948455,Good
DANIEL AVE,SOUTH END,GLENWOOD AVE,80.17,74.7427688,Very Good
DANIEL RD,BLANTON AVE,BUTNER RD,81.9,63.18975,Very Good
DANIEL ST,WALKER ALLEY,EDGEWOOD AVE,85.99,71.78268448,Very Good
DANIEL ST,ARBOR AVE,HOSEA L WILLIAMS DR,72.0,67.309691,Good
DANIEL ST,HOSEA L WILLIAMS DR,KNOX ST,69.76,75.3317399,Good
DANIEL ST,MEMORIAL DR,TUPELO ST,44.3,59.95705356,Marginal
DANIEL ST,DECATUR ST,GARTRELL ST,54.4,71.90795322,Fair
DANIEL ST,TUPELO ST,ARBOR AVE,60.285,61.77074791,Fair
DANIEL ST,KNOX ST,PHARR RD,25.5,69.43585966,Poor
DANNER ST,VICKERS ST,SHELBY PL,74.5,81.26918085,Very Good
DANNER ST,NAPIER ST,KNOTT ST,70.87,71.10143819,Good
DANUBE RD,WIEUCA RD,EAST END,71.08,78.32557386,Good
DARGAN PL,OAK ST,LUCILE AVE,55.79,67.44345187,Fair
DARGAN PL,SELLS AVE,WESTVIEW DR,85.1,83.8549431,Very Good
DARGAN PL,LAWTON ST,SELLS AVE,57.53,52.17749406,Fair
DARLINGTON CIR,DARLINGTON CIR,DARLINGTON RD,57.53,67.58206591,Fair
DARLINGTON CIR,DARLINGTON COMMONS CT,BURKE RD,52.52,63.44519506,Fair
DARLINGTON CIR,DARLINGTON RD,DARLINGTON CIR,57.53,67.58206591,Fair
DARLINGTON RD,BURKE RD,DALE DR,90.4,77.03145325,Excellent
DARLINGTON RD,DARLINGTON CIR,DARLINGTON CIR,57.53,67.58206591,Fair
DARLINGTON RD,DARLINGTON CIR,DARLINGTON RD,82.7,64.05775,Very Good
DARLINGTON RD,PIEDMONT RD,DARLINGTON CIR,79.42,60.29559,Good
DARRAH CT,DARRAH WAY,NE END,57.15,57.97521385,Fair
DARRAH DR,NORTH CAMP CREEK PKWY SW,DARRAH WAY,13.885,51.8621599,Very Poor
DARRAH DR,DARRAH WAY,NARRON DR,76.495,71.82675584,Good
DARRAH DR,NARRON DR,STONE RD,76.495,71.82675584,Good
DARRAH WAY,KATHRYN CIR,DARRAH CT,83.1,64.47975,Very Good
DARRAH WAY,DARRAH DR,DARRAH CT,81.445,62.68179937,Very Good
DARTMOUTH DR,RUTGERS DR,ADAMSVILLE DR,37.13,69.76955837,Marginal
DARTMOUTH DR,CORNELL BLVD,LA SALLE WAY,19.9,35.08739167,Very Poor
DARTMOUTH DR,LA SALLE WAY,RUTGERS DR,19.9,53.52995232,Poor
