Street Name,From Street Name,To Street Name,Surface Distress Index,Roughness Index,Condition Rating
DARTMOUTH DR,SE END,CORNELL BLVD,32.1,67.2562066,Poor
DAVIDSON AVE,CLUB DR,CLUB DR,70.8,75.86840694,Good
DAVIDSON AVE,LAKEHAVEN DR,EAST BROOKHAVEN DR,88.0,91.47951968,Excellent
DAVIDSON AVE,DAVIDSON AVE,LAKEHAVEN DR,61.88,75.39860123,Good
DAVIDSON AVE,CLUB DR,CLUB DR,81.0,62.175,Good
DAVIDSON AVE,DAVIDSON AVE,LAKEHAVEN DR,88.0,91.47951968,Excellent
DAVIDSON AVE,TOWN COMMONS CIR,DAVIDSON AVE,62.79,64.3885441,Fair
DAVIDSON AVE,CLUB DR,DAVIDSON AVE,53.5,53.32141148,Marginal
DAVIDSON AVE,EAST CLUB LN,TOWN COMMONS CIR,67.3,60.44726313,Good
DAVIDSON AVE,WEST CLUB LN,MAYSON PARK,41.225,50.9893834,Poor
DAVIS CIR,DAVIS PL,DEFOOR AVE,86.6,67.831,Very Good
DAVIS PL,DAVIS ST,DAVIS CIR,86.6,67.831,Very Good
DAVIS PL,DAVIS ST,DAVIS CIR,86.6,67.831,Very Good
DAVIS ST,DAVIS PL,DEFOOR AVE,97.7,88.91555,Excellent
DAWN VIEW LN,WEST WESLEY RD,WEST WESLEY RD,58.7,55.18323952,Fair
DAWS AVE,HOOPER ST,MORGAN PL,86.2,67.479,Very Good
DAWS AVE,MORGAN PL,CANDLER RD,80.5,62.18679212,Good
DAWS AVE,ASHBURTON AVE,HOOPER ST,43.105,63.84760422,Marginal
DAWSON LN,ABBEY DR,EASTBROOK TER,83.5,70.06384484,Very Good
DAWSON LN,DALEVIEW WAY,ABBEY DR,89.5,80.88624487,Excellent
DAWSON LN,EASTBROOK TER,NW END,79.8,64.24515744,Good
DAWSON LN,ABBEY DR,DALEVIEW WAY,84.5,78.44695938,Very Good
DE LEON ST,ADAIR AVE,VIRGINIA CIR,75.0,66.28536314,Good
DE LEON ST NE,VIRGINIA CIR NE,VIRGINIA AVE NE,72.8,62.78336549,Good
DEAN DR,DEAN DR,HOWELL MILL RD,68.45,87.07759113,Good
DEAN DR,DEAN OVERLOOK DR,DEAN DR,78.7,69.90446387,Very Good
DEAN DR,DEAN OVERLOOK DR,DEAN DR,81.5,62.74375,Very Good
DEAN OVERLOOK DR,WEST END,DEAN DR,85.2,66.564,Very Good
DEARBORN ST,MEMORIAL DR,DIXIE ST,49.495,64.09367452,Marginal
DEARBORN ST SE,BIXBY ST,DEAD END,60.92,74.5727624,Good
DEARWOOD DR,3RD AVE,EAST CLEVELAND AVE,48.22,59.06377684,Marginal
DEAUVILLE CT NW,CLARISSA DR NW,DEAD END,97.0,88.155,Excellent
DECATUR RD NE,OXFORD RD NE,CLIFTON RD NE,7.155,48.69693961,Very Poor
DECATUR ST,COURTLAND ST,PIEDMONT AVE,56.815,47.26786524,Marginal
DECATUR ST,BLVD,BLVD,57.735,43.65249036,Marginal
DECATUR ST,DANIEL ST,HOWELL ST,83.395,64.78584937,Very Good
DECATUR ST,JESSE HILL JR DR,PRATT ST,67.505,58.95198247,Fair
DECATUR ST,BLVD,BLVD,47.69,40.59243529,Marginal
DECATUR ST,PIEDMONT AVE,JESSE HILL JR DR,64.43,65.10684739,Fair
DECATUR ST,GRANT ST,WILLIAM HOLMES BORDERS SR DR,74.97,74.93960553,Good
DECATUR ST,BLVD,DANIEL ST,75.97,55.7579775,Good
DECATUR ST,JACKSON ST,BLVD,81.6,74.46606399,Very Good
DECATUR ST,DANIEL ST,HOWELL ST,83.395,64.78584937,Very Good
DECATUR ST,MARIETTA ST,PARK PL,86.4,67.656,Very Good
DECATUR ST,CENTRAL AVE,COURTLAND ST,58.895,56.00441283,Fair
DECATUR ST,MOORE ST SE,HILL ST,56.36,54.58824557,Fair
DECATUR ST,HOWELL ST,BRADLEY ST,80.25,81.05941131,Very Good
DECATUR ST,BRADLEY ST,CORNELIA ST,78.6,62.07376324,Good
DECATUR ST,WILLIAM HOLMES BORDERS SR DR,JACKSON ST,88.16,76.64018043,Very Good
DECATUR ST,PARK PL,KIMBALL WAY,52.6,51.14701559,Marginal
DECATUR ST,DOWNTOWN CONNECTOR,MOORE ST SE,42.585,40.24124778,Poor
DECATUR ST,KIMBALL WAY,CENTRAL AVE,60.01,42.79172067,Marginal
DECATUR ST,HILL ST,GRANT ST,34.385,46.26314232,Poor
DECATUR ST SE,PRATT ST,I-75-85,42.585,40.24124778,Poor
DECKNER AVE,LANGSTON AVE,MELROSE DR,43.385,54.0019725,Marginal
DECKNER AVE,GRAHAM ST,FAIRBANKS ST,72.9,76.91226072,Good
DECKNER AVE,ALLENE AVE,DESOTO AVE,80.46,80.60176755,Very Good
DECKNER AVE,BELMONT AVE,ATHENS AVE,66.8,67.29031651,Good
DECKNER AVE,FAIRBANKS ST,EVERHART ST,76.75,80.87672494,Very Good
DECKNER AVE,ATHENS AVE,METROPOLITAN PKWY,90.47,78.94438817,Excellent
DECKNER AVE,MELROSE DR,SYLVAN RD,44.345,62.09316745,Marginal
DECKNER AVE,LYNNHAVEN DR,EAST END,70.1,63.24938722,Good
DECKNER AVE,WEST END,CLINTON PL,74.58,53.76159,Good
DECKNER AVE,EVERHART ST,ALLENE AVE,90.5,71.49875,Very Good
DECKNER AVE,DESOTO AVE,BEATIE AVE,83.245,70.60312192,Very Good
DECKNER AVE,HARTFORD AVE,GRAHAM ST,68.56,66.30361845,Good
DECKNER AVE,CLINTON PL,LYNNHAVEN DR,50.03,70.8983964,Fair
DECKNER AVE,BEATIE AVE,BELMONT AVE,63.91,59.55914874,Fair
DECKNER AVE SW,HARTFORD AVE SW,SYLVAN RD SW,49.07,50.06533291,Marginal
DEERBORNE CT SW,DEERWOOD LN SW,DEERWOOD DR SW,59.435,70.41835226,Fair
DEERING RD,PINE ST,MECASLIN ST,76.7,56.76775,Good
DEERING RD,HASCALL RD,KENWOOD AVE,58.1,52.35468801,Fair
DEERING RD,NORTHSIDE DR,HASCALL RD,60.465,65.45996395,Fair
DEERING RD,KENWOOD AVE,BROOKLYN AVE,61.55,49.1429586,Fair
DEERING RD,GROVELAND AVE,STEELE DR,43.825,49.31470782,Marginal
DEERING RD,BROOKLYN AVE,GROVELAND AVE,67.485,51.79021743,Fair
DEERING RD,ALDEN AVE,STANDISH AVE,55.645,35.99436722,Marginal
DEERING RD,STEELE DR,PINE ST,63.0,46.51440173,Fair
DEERING RD,MECASLIN ST,LORING DR,64.13,68.63431435,Good
DEERING RD,STANDISH AVE,DEERING RD,49.735,78.79800355,Fair
DEERING RD NW,LORING DR NW,I-75-85,62.3,55.15317314,Fair
DEERING RD NW,I-75-85,ALDEN AVE NW,70.795,53.59974297,Good
DEERWOOD DR SW,DEERWOOD LN SW,DEERBORNE CT,59.435,70.41835226,Fair
DEERWOOD DR SW,DEERBORNE CT,FAIRBURN RD SW,59.435,70.41835226,Fair
DEERWOOD LN SW,DEERWOOD DR,DEAD END,59.435,70.41835226,Fair
DEERWOOD LN SW,DEERBORNE CT,DEERWOOD DR,59.435,70.41835226,Fair
DEERWOOD LN SW,DEAD END,DEERBORNE CT,89.5,70.14375,Very Good
DEFOOR AVE,MARVIN ST,TAYLOR ST,96.0,86.72,Excellent
DEFOOR AVE,BELLEMEADE AVE,SPRINGER ST,33.475,33.46304594,Poor
DEFOOR AVE,DEFOORS WALK,BRICKTON DR,94.6,84.0222,Excellent
DEFOOR AVE,DAVIS CIR,HARPER ST,76.54,56.54871,Good
DEFOOR AVE,MANTISSA ST,DEFOORS WALK,94.6,84.0222,Excellent
DEFOOR AVE,HARPER ST,CLAREMONT ST,100.0,90.0,Excellent
DEFOOR AVE,SPRINGER ST,MARVIN ST,87.0,73.24849552,Very Good
DEFOOR AVE,DAVIS ST,MANTISSA ST,97.7,88.91555,Excellent
DEFOOR AVE,CLAREMONT ST,DAVIS ST,97.7,88.91555,Excellent
DEFOOR AVE,TAYLOR ST,DEFOOR PL,76.1,55.93975,Good
DEFOOR AVE,DEFOORS LANDING,DAVIS CIR,63.52,69.66235804,Good
DEFOOR AVE,DEFOOR VILLAGE CT,COLLIER RD,100.0,90.0,Excellent
DEFOOR AVE NW,COLLIER RD NW,DEFOOR AVE NW,78.52,64.9493759,Good
DEFOOR AVE NW,DEFOOR AVE NW,GLENN AVE NW,75.97,55.7579775,Good
DEFOOR AVE NW,COLLIER RD,DEFOOR AVE NW,86.7,71.45667294,Very Good
DEFOOR CIR,CHATTAHOOCHEE AVE,TAYLOR ST,77.5,81.21492747,Very Good
DEFOOR HILLS RD,HILLS AVE,HILLS AVE,94.7,84.24155,Excellent
DEFOOR HILLS RD,HILLS AVE,NW END,81.7,72.56933967,Very Good
DEFOOR HILLS RD,COLLIER RD,HILLS AVE,94.9,84.66795,Excellent
DEFOOR PL,CHATTAHOOCHEE AVE,DEFOOR AVE,59.2,99.04653337,Good
DEFOORS FERRY RD,WARREN RD,WARREN CT,26.02,38.11913345,Poor
DEFOORS FERRY RD,WARREN CT,FERNLEAF CT,75.1,71.7487848,Good
DEFOORS FERRY RD,HILLS AVE,DEFOORS MILL DR,94.2,83.1038,Excellent
DEFOORS FERRY RD,CORONET WAY,PINE GROVE DR,56.445,57.60010675,Fair
DEFOORS FERRY RD,GLENDEVEN CT,HILLS AVE,94.2,83.1038,Excellent
DEFOORS FERRY RD,DEFOORS FERRY RD,WARREN RD,46.795,51.01520087,Marginal
DEFOORS FERRY RD,CROSS CREEK PKWY,DEFOOR AVE,75.97,55.7579775,Good
DEFOORS FERRY RD,WESTOVER PLANTATION RD,HYDE MANOR DR,78.7,78.26737322,Very Good
DEFOORS FERRY RD NW,GLENDEVEN CT NW,HYDE PARK CT NW,68.42,48.52531122,Fair
DEFOORS FERRY RD NW,HYDE PARK CT NW,HYDE MANOR DR NW,59.585,51.71746272,Fair
DEGRESS AVE,DEKALB AVE,ALTA AVE,71.99,65.62450553,Good
DEKALB AVE,CONNECTICUT AVE,CASSON ST,50.92,74.34741017,Fair
DEKALB AVE,JOSEPHINE ST,ELMIRA PL,59.99,73.46300715,Fair
DEKALB AVE,DEKALB AVE,MORELAND AVE,65.34,62.51676253,Fair
DEKALB AVE,CORNELIA ST,AIRLINE ST,46.17,49.39491068,Marginal
DEKALB AVE,FERGUSON ST,WHITEFOORD AVE,53.385,61.93262105,Fair
DEKALB AVE,DEKALB PL,PALIFOX DR,76.75,60.14906501,Good
DEKALB AVE,SOUTHERLAND TER,OXFORD PL,59.685,69.74255673,Fair
DEKALB AVE,PALIFOX DR,RIDGECREST RD,61.245,53.15719338,Fair
DEKALB AVE,ELIZABETH ST,HURT ST,63.195,73.39639955,Good
DEKALB AVE,CANDLER ST,FERGUSON ST,48.235,57.99642468,Marginal
DEKALB AVE,NELMS AVE,ARIZONA AVE,79.8,60.759,Good
DEKALB AVE,WHITEFOORD AVE,MELL AVE,53.385,61.93262105,Fair
DEKALB AVE,GUNBY ST,ESTORIA ST,49.285,45.9034681,Marginal
DEKALB AVE,DELTA PL,WAVERLY WAY,40.33,74.8876102,Marginal
DEKALB AVE,AUSTIN AVE,MORELAND AVE,52.85,63.28263894,Fair
DEKALB AVE,SPRUCE ST,DELTA PL,42.3,72.78098533,Marginal
DEKALB AVE,AIRLINE ST,GUNBY ST,50.785,65.57507195,Fair
DEKALB AVE,DEGRESS AVE,HARALSON AVE,71.99,65.62450553,Good
DEKALB AVE,ESTORIA ST,WADDELL ST,36.235,49.2194718,Poor
DEKALB AVE,MATHEWS AVE,HAMPTON TER,52.67,72.51706916,Fair
DEKALB AVE,CASSON ST,MATHEWS AVE,52.67,72.51706916,Fair
DEKALB AVE,MORELAND AVE,DEKALB AVE,65.34,62.51676253,Fair
DEKALB AVE,HURT ST,BATTERY PL,60.455,69.7255028,Fair
DEKALB AVE,MORELAND AVE,MORELAND AVE,39.505,27.04797353,Poor
DEKALB AVE,GORDON AVE,DEKALB PL,73.7,52.44775,Good
DEKALB AVE,WAVERLY WAY,ELIZABETH ST,62.92,75.82338687,Good
DEKALB AVE,HAMPTON TER,SOUTHERLAND TER,55.67,76.45818467,Fair
DEKALB AVE,BATTERY PL,DEGRESS AVE,71.99,65.62450553,Good
DEKALB AVE,BROOKS AVE,CLIFTON RD,67.615,42.30329437,Fair
DEKALB AVE,WADDELL ST,SPRUCE ST,47.035,69.0444503,Marginal
DEKALB AVE,ARIZONA AVE,CONNECTICUT AVE,50.92,74.34741017,Fair
DEKALB AVE,ELMIRA PL,LA FRANCE ST,48.235,57.99642468,Marginal
DEKALB AVE,HARALSON AVE,MORELAND AVE,63.305,74.38160113,Good
DEKALB AVE,OXFORD PL,GORDON AVE,52.795,67.77180849,Fair
DEKALB AVE,MELL AVE,GLENDALE AVE,64.3,75.51254108,Good
DEKALB AVE,GLENDALE AVE,BROOKS AVE,64.045,69.417559,Good
DEKALB AVE,CLIFTON RD,NELMS AVE,79.8,60.759,Good
DEKALB AVE,RIDGECREST RD,NE END,61.245,53.15719338,Fair
DEKALB AVE NE,MORELAND AVE,JOSEPHINE ST,51.175,90.95063284,Fair
DEKALB PL,DEKALB AVE,HOWARD CIR,73.7,52.44775,Good
DELANO DR,BRANHAM ST,BATES AVE,53.695,56.21905718,Marginal
DELANO DR,MARTHA AVE,MELLRICH AVE,57.215,61.57984049,Fair
DELANO DR,KIRKWOOD RD,NORWOOD AVE,59.945,42.46656656,Marginal
DELANO DR,NORWOOD AVE,BRANHAM ST,68.35,73.39299251,Good
DELANO DR,ROCKY FORD RD,SISSON AVE,65.7,56.5785198,Fair
DELANO DR,HOWARD ST,KIRKWOOD RD,60.205,81.11550333,Good
DELANO DR,WARREN ST,HOWARD ST,80.32,63.83496672,Good
DELANO DR,SISSON AVE,MARTHA AVE,30.225,68.67177158,Poor
DELANO DR,BATES AVE,ROCKY FORD RD,56.63,62.27619191,Fair
DELAWARE AVE,PALATINE AVE,ESSIE AVE,33.3,53.13133449,Poor
DELAWARE AVE,WOODLAND AVE,GILBERT ST,71.22,65.08639052,Good
DELAWARE AVE,EASTWOOD AVE,WOODLAND AVE,79.2,64.0479088,Good
DELAWARE AVE,GILBERT ST,MORELAND AVE,51.87,48.43727767,Marginal
DELAWARE AVE,UNDERWOOD AVE,PALATINE AVE,34.725,23.04285363,Poor
DELAWARE AVE,ARIZONA AVE,IVY PL,30.525,55.53254749,Poor
DELAWARE AVE,ESSIE AVE,EASTWOOD AVE,70.345,76.83585075,Good
DELEVAN ST,HUGO ST,OHENRY ST,32.425,57.5653155,Poor
DELEVAN ST,SIMS ST,HUBBARD ST,66.185,61.18345462,Fair
DELEVAN ST,DELEVAN ST,HUGO ST,47.97,36.02606533,Poor
DELEVAN ST,COLEMAN ST,SIMS ST,64.885,47.78779759,Fair
DELEVAN ST,WELCH ST,COLEMAN ST,65.21,65.85457452,Good
DELEVAN ST,GARIBALDI ST,WINDSOR ST,64.495,40.71325778,Fair
DELEVAN ST,SMITH ST,IRA ST,48.535,42.01335097,Marginal
DELEVAN ST,OHENRY ST,WEST AVE,53.87,51.12217462,Marginal
DELEVAN ST,IRA ST,GARIBALDI ST,74.5,59.17712644,Good
DELEVAN ST,WEST AVE,FORTRESS AVE,53.87,51.12217462,Marginal
DELEVAN ST SW,SMITH ST SW,MCDANIEL ST SW,76.96,61.01370418,Good
DELEVAN ST SW,MCDANIEL ST SW,HUBBARD ST SW,68.3,51.99536654,Fair
DELLWOOD DR,GOLF VIEW RD,SOUTH COLONIAL HOMES CIR,91.2,74.1248,Excellent
DELLWOOD DR,COLLIER RD,REDLAND RD,73.9,66.21136726,Good
DELLWOOD DR,SW END,COLLIER RD,62.805,55.90985961,Fair
DELLWOOD DR,REDLAND RD,GOLF VIEW RD,59.945,58.76581215,Fair
DELLWOOD DR,WHITMORE DR,PEACHTREE BATTLE AVE,50.99,65.73300256,Fair
DELLWOOD DR,RED VALLEY RD,WEST WESLEY RD,46.685,64.24707051,Marginal
DELLWOOD DR,MANOR RIDGE DR,RED VALLEY RD,66.705,77.82110453,Good
DELLWOOD DR,PEACHTREE BATTLE AVE,MANOR RIDGE DR,65.405,63.55440557,Fair
DELLWOOD DR,SOUTH END,WOODWARD WAY,69.82,46.19319,Fair
DELLWOOD DR,WOODWARD WAY,WHITMORE DR,68.14,43.25151,Fair
DELMAR AVE,ORMEWOOD TER,PALATINE AVE,75.2,54.664,Good
DELMAR AVE,BOULEVARD,ROSEDALE AVE,71.77,70.94221381,Good
DELMAR AVE,CONFEDERATE AVE,EAST END,78.43,73.32171294,Very Good
DELMAR AVE,ROSEDALE AVE,MARION AVE,77.2,57.444,Good
DELMAR AVE,MARION AVE,CONFEDERATE AVE,44.465,50.99456004,Marginal
DELMAR CT,DELMAR CT,DELMAR CT,65.695,40.40642298,Fair
DELMAR CT,DELMAR CT,ORMEWOOD TER,85.5,66.84375,Very Good
DELMAR LN,HARWELL RD,DELMOOR CT,64.82,52.85326918,Fair
DELMAR LN,DELMOOR CT,ALLEN TEMPLE CT,78.8,59.524,Good
DELMAR LN,HEMPHILL SCHOOL RD,BROWNLEE RD,68.77,55.93785588,Fair
DELMAR LN,I-285,HARWELL RD,55.13,57.1633848,Fair
DELMAR LN,ALLEN TEMPLE CT,DELMOOR DR,70.57,49.07345146,Fair
DELMAR LN,MARTIN LUTHER KING JR DR,HEMPHILL SCHOOL RD,59.425,57.93763154,Fair
DELMAR LN,DELMOOR DR,STRATFORD DR,70.4,61.61997811,Good
DELMAR LN,STRATFORD DR,LINKWOOD RD,61.635,46.64475247,Fair
DELMAR LN,BROWNLEE RD,HARWELL RD,47.885,69.06259562,Marginal
DELMONT DR,PEACHTREE RD,SHERIDAN DR,45.585,38.82650304,Poor
DELMONT DR,GRANDVIEW AVE,LOOKOUT PL,76.8,56.904,Good
DELMONT DR,SHERIDAN DR,DELMONT DR,40.585,37.07764658,Poor
DELMONT DR,SHERIDAN DR,SHERIDAN DR,70.4,61.67346189,Good
DELMONT DR,SHERIDAN DR,DELMONT DR,47.055,65.55838093,Marginal
DELMONT DR,DELMONT DR,SHERIDAN DR,47.055,65.55838093,Marginal
DELMONT DR,NORTH FULTON DR,GRANDVIEW AVE,35.5,22.06457375,Poor
DELMOOR CT NW,DELMAR LN NW,DEAD END,88.9,69.69975,Very Good
DELMOOR DR,ARLINGTON DR,DELMAR LN,70.4,61.61997811,Good
DELOWE DR,ALISON CT,DERBY DR,70.38,67.21936836,Good
DELOWE DR,WEST CEDAR LN,LOGAN LN,20.63,41.71858083,Very Poor
DELOWE DR,ESSEX AVE,MONTROSE AVE,77.095,57.30302437,Good
DELOWE DR,MONTROSE AVE,BELVEDERE AVE,64.19,60.95859592,Fair
DELOWE DR,CAMPBELLTON RD,WEST CEDAR LN,86.4,71.89509356,Very Good
DELOWE DR,LOGAN LN,WILSON DR,56.175,67.37397064,Fair
DELOWE DR,BELVEDERE AVE,CASCADE RD,64.12,76.07952436,Good
DELOWE DR,VENETIAN DR,BLVD GRANADA,73.67,61.82262185,Good
DELOWE DR,BLVD GRANADA,ESSEX AVE,75.5,61.95541573,Good
DELOWE DR,LOGAN LN,LOGAN LN,56.175,67.37397064,Fair
DELOWE DR,DERBY DR,DELOWE PL,33.725,49.49397408,Poor
DELOWE DR,DELOWE PL,CAMPBELLTON RD,42.665,74.29617847,Marginal
DELOWE DR,WILSON DR,VENETIAN DR,48.72,72.28269349,Fair
DELOWE DR SW,ARTHUR LANGFORD PKWY,ALISON CT,78.0,68.55911917,Good
DELOWE PL,TELFAIR LN,DELOWE DR,33.725,49.49397408,Poor
DELOWE PL SW,TELFAIR LN,BEATRICE CT SW,33.0,67.70380516,Poor
DELOWE PL SW,BEATRICE CT SW,DERBY DR SW,33.0,67.70380516,Poor
DELRAY DR,WEST END,FERNO DR,29.6,58.15975378,Poor
DELRAY DR,FERNO DR,GLENROCK DR,50.835,27.34260505,Poor
DELTA BLVD,AIRPORT LOOP RD,INTERNATIONAL BLVD,76.495,84.14776816,Very Good
DELTA PL,EDGEWOOD AVE,EUCLID AVE,90.4,71.1072,Very Good
DELTA PL,EDGEWOOD AVE,DELTA PL,91.1,73.76195,Excellent
DELTA PL,DEKALB AVE,DELTA PL,42.3,72.78098533,Marginal
DELTA PL,DELTA PL,EDGEWOOD AVE,91.1,73.76195,Excellent
DEMOREST AVE,LAKEVIEW AVE,LAKEVIEW AVE,84.37,65.7665775,Very Good
DEMOREST AVE,LAKEVIEW AVE,PEACHTREE WAY,84.37,65.7665775,Very Good
DENVILLE TRCE,LANDAU LN,EAST END,75.28,54.77904,Good
DERBY DR,DELOWE PL,TELFAIR LN,33.0,67.70380516,Poor
DERBY DR,TELFAIR LN,DELOWE DR,60.92,76.50105458,Good
DERBY DR SW,DELOWE PL SW,DEAD END,33.0,67.70380516,Poor
DERRY AVE,MCALLISTER ST,WEST ONTARIO AVE,81.5,62.74375,Very Good
DERRY AVE,EMERALD AVE,MCALLISTER ST,71.5,69.23247683,Good
DESHLER ST,LEE ST,MURPHY AVE,72.8,70.19454651,Good
DESHLER ST,DESHLER ST,DESHLER ST,55.265,59.77204161,Fair
DESHLER ST,DESHLER ST,LEE ST,84.0,65.4,Very Good
DESHLER ST,DESHLER ST,DESHLER ST,65.02,58.2633631,Fair
DESOTO AVE,GENESSEE AVE,DILL AVE,55.72,64.40994428,Fair
DESOTO AVE,DECKNER AVE,GENESSEE AVE,67.16,57.05719247,Fair
DESOTO FALLS CT,ANGEL FALLS LN,NE END,71.8,50.67754455,Fair
DESOTO ST,OLLIE ST,JOSEPH E LOWERY BLVD,57.54,60.41966312,Fair
DETROIT AVE,WESTCHESTER BLVD,ILLINOIS AVE,36.4,49.87322439,Poor
DETROIT AVE,SIMPSON TER,PINEDALE DR,52.065,65.73085576,Fair
DETROIT AVE,WEST END,NEW JERSEY AVE,22.265,16.51358686,Very Poor
DETROIT AVE,SIMPSON TER,DETROIT CT,68.7,77.63705231,Good
DETROIT AVE,ILLINOIS AVE,DIXIE HILLS CIR,77.7,70.40798326,Very Good
DETROIT AVE,DIXIE HILLS CIR,SIMPSON TER,50.575,58.50363864,Marginal
DETROIT AVE,NEW JERSEY AVE,WESTCHESTER BLVD,22.265,16.51358686,Very Poor
DETROIT AVE,DETROIT CT,PINEDALE DR,46.02,57.24512536,Marginal
DETROIT CT,DETROIT CT,DETROIT CT,28.72,41.13149257,Poor
DETROIT CT,DETROIT AVE,DETROIT CT,46.02,57.24512536,Marginal
DEVONSHIRE PL,NW END,MOORES MILL RD,23.87,27.64080818,Very Poor
DEWEY ST,ARTHUR ST,MARY ST,60.725,50.50925574,Fair
DIANA DR,WANDA CIR,STEVE DR,84.6,74.97788419,Very Good
DIANA DR,STEVE DR,NORTH END,39.34,53.32141148,Poor
DICKSON PL,11TH ST,NORTH END,67.355,47.14869783,Fair
DILBECK PL,ROSWELL RD,EAST END,7.305,38.31462517,Very Poor
DILL AVE,DESOTO AVE,BEATIE AVE,89.77,87.81252627,Excellent
DILL AVE,DIVISION PL,SYLVAN RD,25.62,51.43523237,Poor
DILL AVE,BEATIE AVE,BEATIE AVE,83.5,64.89375,Very Good
DILL AVE,FAIRBANKS ST,EVERHART ST,75.7,84.0947488,Very Good
DILL AVE,FAIRBANKS ST,FAIRBANKS ST,7.165,29.75067905,Very Poor
DILL AVE,MURPHY AVE,DIVISION PL,47.4,66.69842852,Marginal
DILL AVE,BELMONT AVE,ATHENS AVE,76.495,63.47702508,Good
DILL AVE,SYLVAN RD,HARTFORD AVE,80.9,62.05975,Good
DILL AVE,ATHENS AVE,METROPOLITAN PKWY,76.61,72.50955951,Very Good
DILL AVE,DILL AVE,MURPHY AVE,39.01,41.28594244,Poor
DILL AVE,ATHENS AVE,ATHENS AVE,61.765,57.38841606,Fair
DILL AVE,GRAHAM ST,FAIRBANKS ST,78.43,87.47376428,Very Good
DILL AVE,BEATIE AVE,BELMONT AVE,75.84,85.82745824,Very Good
DILL AVE,EVERHART ST,ALLENE AVE,66.835,71.92980534,Good
DILL AVE,HARTFORD AVE,HARTFORD AVE,73.46,77.72045188,Good
DILL AVE,HARTFORD AVE,GRAHAM ST,73.42,100.0,Very Good
DILL AVE,ALLENE AVE,DESOTO AVE,38.985,66.35386972,Marginal
DILLON ST NW,8TH ST NW,NORTHSIDE DR NW,20.855,46.62393308,Very Poor
DIMMOCK ST,PEEPLES ST,LEE ST,40.37,66.50505786,Marginal
DISTRICT AVE NW,17TH 1/2 ST NW,17TH ST NW,57.8,50.93555079,Fair
DISTRICT AVE NW,18TH ST NW,17TH 1/2 ST NW,84.0,65.4,Very Good
DISTRICT AVE NW,19TH ST NW,18TH ST NW,98.5,89.53875,Excellent
DISTRICT ST,17TH ST,17 1/2 ST,70.1,46.66975,Fair
DISTRICT ST,17 1/2 ST,18TH ST,84.0,65.4,Very Good
DIVISION PL,ARDEN AVE,DILL AVE,60.465,61.41101479,Fair
DIVISION ST,CAIRO ST,JOSEPH E LOWERY BLVD,60.01,66.16996674,Fair
DIVISION ST,FAIRMONT AVE,BOOTH AVE,54.05,40.3669108,Marginal
DIXIE AVE,SPRUCE ST,DRUID CIR,85.9,67.20975,Very Good
DIXIE AVE,WADDELL ST,SPRUCE ST,49.835,38.54754959,Marginal
DIXIE HILLS CIR,JOSEPH E BOONE BLVD,PINEDALE DR,43.77,51.912053,Marginal
DIXIE HILLS CIR,PINEDALE DR,DETROIT AVE,77.7,70.40798326,Very Good
DIXIE HILLS CIR,TREMONT DR,JOSEPH E BOONE BLVD,74.545,76.64133533,Very Good
DIXIE ST,WYMAN ST,CLIFTON ST,64.615,37.50193215,Fair
DIXIE ST,CLIFTON ST,CLAY ST,54.605,39.68902681,Marginal
DOANE ST,ADAMSON ST,PRYOR ST,35.76,59.18149818,Poor
DOBBS CIR,PEACHTREE BATTLE AVE,BOHLER RD,61.83,73.84342157,Good
DODD AVE,COOPER ST,FORMWALT ST,63.6,67.50402797,Fair
DODD AVE,FORMWALT ST,PRYOR ST,46.555,47.7360607,Marginal
DODD AVE,PRYOR ST,CENTRAL AVE,28.885,28.70338217,Very Poor
DODD AVE,CENTRAL AVE,RALPH DAVID ABERNATHY BLVD,77.77,62.24983583,Good
DODSON DR,DODSON TER,IVYDALE DR,75.91,55.6737975,Good
DODSON DR,CAMPBELLTON RD,LANDRUM DR,60.66,66.44828574,Fair
DODSON DR,MILL ACRES DR,CASCADE RD,56.695,91.95697523,Good
DODSON DR,SOUTH END,DODSON TER,57.83,59.41278066,Fair
DODSON DR,CANOVA ST,HEAD RD,80.7,61.82775,Good
DODSON DR,HEAD RD,WOODLAND TER,74.37,76.0227379,Good
DODSON DR,IVYDALE DR,CAMPBELLTON RD,80.8,61.944,Good
DODSON DR,WOODLAND TER,MILL ACRES DR,74.37,76.0227379,Good
DODSON DR,LANDRUM DR,CANOVA ST,58.385,61.35838008,Fair
DODSON TER,WEST END,DODSON DR,75.91,55.6737975,Good
DOGWOOD CT SW,CATIVO DR SW,DEAD END,37.5,67.39736891,Marginal
DOLLAR MILL CT SW,DOLLAR MILL RD SW,DEAD END,72.2,68.92702411,Good
DOLLAR MILL RD,UTOY CIR,UTOY CT,23.31,34.8924051,Very Poor
DOLLAR MILL RD,BOULDER PARK DR,BAKERS FERRY RD,81.3,77.54374827,Very Good
DOLLAR MILL RD,DOLLAR MILL WAY,UTOY CIR,60.5,63.7969276,Fair
DOLLAR MILL RD,DOLLAR MILL CT,UTOY CIR,58.3,70.26008084,Fair
DOLLAR MILL RD,UTOY CT,BOULDER PARK DR,23.31,34.8924051,Very Poor
DOLLAR MILL RD,UTOY CIR,DOLLAR MILL CT,78.36,78.65120777,Very Good
DOLLAR MILL WAY,SW END,DOLLAR MILL RD,76.795,63.62207295,Good
